iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,success_rate,num_samples,time_VF,VF_error_before,VF_error_after,eval_score
0,536.1434018611908,-181.70637843344346,1.3993466429040755,-171.95784531542174,-182.808007509094,72.68273423731311,0.05,0.3212707042694092,5.167503833770752,0.025297228,0.075964175,-181.70637843344346,0.0,40000,8.438851594924927,0.9983360349186874,0.039375244811076945,-181.10555388021115
1,534.3380694389343,-181.63044121640013,1.9519816126600555,-162.26818376587383,-182.76217233024735,75.69306464939639,0.05,0.3252553939819336,5.2499589920043945,0.024940765,0.06748057,-181.69878471173914,0.0,40000,11.026307582855225,0.04534688202307061,0.002363871928748774,-182.00000000000009
2,532.4146735668182,-181.4913980374703,3.6339410266648424,-138.09425820335036,-183.89754722980808,72.87687713782124,0.05,0.3268699645996094,5.274970531463623,0.025101563,0.070833646,-181.67804604431225,0.0,40000,12.173291683197021,0.0035176742466091118,0.001464896590510218,-181.2961320512903
3,542.1355881690979,-160.85508358950642,290.1872864570455,3932.287375849674,-182.58970423335325,42.498455736238434,0.05,0.32413506507873535,5.127153635025024,0.025287962,1.2576714,-179.5957497988317,0.5,40000,12.589750051498413,0.8905627610365782,0.8494426423817792,-181.82101999478047
4,540.0929894447327,-181.01002177730464,4.599789342509283,-146.83558311030671,-183.80139196936366,71.2983672718036,0.05,0.3204357624053955,5.0547194480896,0.025032781,0.063395314,-179.73717699667898,0.0,40000,12.435804843902588,0.0923694293191921,0.005573252969689177,-180.44462737304616
5,533.5802960395813,-172.72478651183079,114.68345987153646,1443.6459054843572,-182.82755896728386,47.913153078830526,0.05,0.3214273452758789,5.202359914779663,0.025049219,0.4281938,-179.03593794819415,0.0,40000,11.963963985443115,0.48071016116249754,0.4516692209544116,-154.64582676129018
6,535.5934796333313,-180.64654913854008,5.208488033735642,-148.78231398818716,-183.25965049760777,67.7340815104689,0.05,0.3236725330352783,5.14167857170105,0.02526765,0.0703661,-179.19699906722875,0.0,40000,11.923004388809204,0.03105845744735549,0.0045430367692180906,-181.44587607663942
7,541.1484644412994,-172.0017221399513,129.17977740102643,1649.3826136895225,-183.7809413976442,51.681015967538,0.05,0.3244757652282715,5.165767669677734,0.025307894,0.78714836,-178.477471374501,0.0,40000,12.386867046356201,0.5384783608000245,0.5046017773150296,-181.08776522765692
8,533.2627656459808,-174.44143010043393,80.33842185628315,954.8379192108499,-182.97602350843863,52.33397823229262,0.05,0.32392263412475586,5.0629353523254395,0.025245246,0.39574915,-178.0738672470943,0.0,40000,13.156176328659058,0.3527452463867975,0.32219524509654246,-175.08025427775382
9,533.9227035045624,-137.62212579547017,443.29781575456343,5819.375233548611,-182.1499327470291,49.127605372969846,0.05,0.3255879878997803,5.053292751312256,0.024883442,0.30150384,-174.0286931019319,0.5,40000,13.53603196144104,0.9567449867601086,0.8914802152707955,-182.00000000000009
10,533.1739284992218,-128.74106228701464,560.4625531326308,7257.339271926784,-183.11143722639596,47.54246183037636,0.05,0.3266899585723877,5.142093181610107,0.025203452,0.37524348,-169.4999300204402,0.5,40000,13.653048992156982,0.956721354389533,0.8960939509455376,-169.5379561395786
11,539.9427328109741,-134.89530398912262,341.57498899649994,3475.464945896866,-182.3783323140621,55.94976928116773,0.05,0.32200002670288086,5.153975248336792,0.024993954,0.27590236,-166.03946741730843,0.5,40000,13.188173532485962,0.9130118808453409,0.8423437649973896,-181.42963794584378
12,543.0482227802277,-92.8534383226643,652.053851436047,7306.778066753886,-183.49800628415576,56.31311345322955,0.05,0.32122349739074707,5.153160333633423,0.025033524,0.1837865,-158.720864507844,1.0,40000,13.016615867614746,0.9195534036778803,0.8568203091962263,-163.1394729834738
13,534.7789905071259,-162.98107503269517,236.6442805129605,3173.098521051167,-182.9457555807289,59.322179563529886,0.05,0.3225088119506836,5.137920141220093,0.025147604,0.14806409,-159.1468855603291,0.5,40000,12.91492509841919,1.1713060224407963,0.7972770324220935,-181.75190925322713
14,541.954939365387,-128.4266771891973,463.54253486207443,4987.035044456736,-182.49137710183902,57.34485811426125,0.05,0.3223273754119873,5.125098705291748,0.025142392,0.14082734,-156.07486472321594,1.0,40000,12.547996044158936,0.9256524371689008,0.8400341508553616,-165.38639842693487
15,549.1296923160553,-141.84475661973966,472.676897393768,6424.743358410137,-182.90517198327439,51.56215368753151,0.05,0.3216071128845215,5.126623868942261,0.024739418,0.24239096,-154.65185391286832,0.5,40000,12.565768480300903,0.9579204982576097,0.8902575659501988,-144.34187447807287
16,536.6548364162445,-44.034811653402876,904.3887027794611,7407.037651083864,-183.4186314041545,60.71766074057072,0.05,0.3231933116912842,5.148866176605225,0.024798043,0.1388515,-143.59014968692176,2.0,40000,12.539488792419434,0.9130362067535142,0.8008376676916237,-181.58252574419512
17,533.7394306659698,-53.497797718337736,802.6325069532351,7003.5118022517845,-182.99556634396882,60.216469779777235,0.05,0.31949329376220703,5.122206687927246,0.025539076,0.13501567,-134.58091449006335,2.0,40000,12.511538982391357,0.8477198568600893,0.803751640004278,-139.4717086297904
18,555.9600698947906,-26.644835826976013,797.671666971515,6499.283812930111,-183.55186203025082,57.1774054229531,0.05,0.31051182746887207,4.971313238143921,0.02503355,0.13105357,-123.78730662375462,2.0,40000,12.492837905883789,0.8277687870300451,0.7439631554939273,-180.2602050778912
19,550.766369342804,29.79911851744622,1073.7139240056422,8213.941201753778,-182.4810903572108,60.411953261863694,0.05,0.3130152225494385,4.982780694961548,0.024597354,0.11076825,-108.42866410963454,3.5,40000,12.285881280899048,0.7906927834019079,0.6877234467339708,-163.7609397963278
20,547.3624441623688,109.80331353207274,1107.6544275922731,6903.371747483532,-183.6451039673923,59.97686917393048,0.05,0.31224775314331055,4.982025861740112,0.025230432,0.09464207,-86.60546634546381,4.0,40000,12.392618894577026,0.8833004436056973,0.8024023095619649,14.578358463951206
21,552.3457944393158,189.2733529249762,1415.9002522484147,9423.655861604353,-183.21113132778075,61.52721511977346,0.05,0.3105647563934326,4.957599639892578,0.025169676,0.10158588,-59.017584418419816,5.0,40000,12.50360369682312,0.7862180459759813,0.7248816699408289,496.2921161672807
22,548.2320022583008,469.21052487761773,2049.61325169461,11668.558281468311,-184.19866110719198,62.41725501191536,0.05,0.3106551170349121,4.962448358535767,0.025161885,0.098680034,-6.194773488816061,8.5,40000,12.541473627090454,0.7724901688256283,0.6774171058280866,687.3562544155649
