iteration,time_sampling,stoc_pol_mean,stoc_pol_std,stoc_pol_max,stoc_pol_min,alpha,delta,time_vpg,time_npg,kl_dist,surr_improvement,running_score,success_rate,num_samples,time_VF,VF_error_before,VF_error_after,eval_score
0,453.13226675987244,-42.976076689944385,27.64060203456369,144.74004086697678,-48.69484800021065,83.18817968425815,0.05,0.2762305736541748,4.854082345962524,0.025273953,0.07994693,-42.976076689944385,0.0,40000,8.218458652496338,1.0041708682643808,0.38666765024985644,-44.41795471704603
1,459.6588611602783,-35.21037169268325,75.04869534822035,716.2314513147826,-48.6835151569264,65.78019198702758,0.05,0.27581286430358887,4.760298728942871,0.024837585,0.16507249,-42.19950619021827,0.0,40000,10.27709174156189,0.8443560172334373,0.7072099561251313,25.224286230504763
2,452.3180260658264,-43.261881234885024,37.7291832219255,409.9048737520147,-48.67847840714024,81.11441324120311,0.05,0.27714967727661133,4.776785135269165,0.024450867,0.06652067,-42.30574369468495,0.0,40000,11.506904602050781,0.9514967597878053,0.486352068091765,72.80911726055773
3,452.34533286094666,-35.602194762586194,94.68493347700418,1222.4894391752166,-48.68488615065883,56.97285114173522,0.05,0.2741241455078125,4.706239700317383,0.025581554,0.14655766,-41.635388801475074,0.5,40000,12.147425413131714,0.8410489412558902,0.723118037609923,13.309257811787395
4,453.8146798610687,-39.60516803696038,35.66979521742584,150.80550853862943,-48.68391085602471,79.82760569300348,0.05,0.27312183380126953,4.689120054244995,0.025075385,0.06401709,-41.432366725023606,0.0,40000,12.819046258926392,0.8446517848707937,0.5054062739199612,9.999293129164219
5,452.55022168159485,-37.29185756686365,49.0472538618934,418.7808721407353,-48.68529573809341,70.17386080969959,0.05,0.2522563934326172,4.642022371292114,0.024747107,0.122466266,-41.01831580920761,0.0,40000,12.753213167190552,0.6449715870137613,0.60744593350209,29.593362421780924
6,454.5515694618225,-19.674503104776537,149.6963191205767,1585.03955106172,-48.682957682302096,57.92094502979509,0.05,0.2734706401824951,4.7250800132751465,0.024541888,0.13605703,-38.8839345387645,1.0,40000,12.73615837097168,0.871268423956818,0.6949809064713997,68.57759760428449
7,457.72281789779663,-41.618696160192684,30.52924739391775,135.61680160247627,-48.675507508378956,79.71288311825764,0.05,0.2721593379974365,4.738065719604492,0.024766522,0.060921803,-39.15741070090732,0.0,40000,12.911574602127075,1.2339316959608257,0.45395790108099054,60.59217115514128
8,451.84256291389465,-28.251911100691814,68.4614772000423,468.41583494539674,-48.68279593647586,72.88594338815649,0.05,0.2682206630706787,4.782928228378296,0.024878891,0.08417761,-38.06686074088577,0.0,40000,12.955869674682617,0.747317934724068,0.6553361526649424,41.37761755673081
9,454.7103543281555,-22.957109079085566,83.71218580012079,663.3438321757252,-48.68694488885716,70.26023205033067,0.05,0.2753880023956299,4.772277116775513,0.024509678,0.09787106,-36.555885574705755,0.0,40000,12.75054931640625,0.7535881951956166,0.6547576997261986,123.13072236735863
10,456.2304582595825,-11.797128480900462,124.08272628184477,893.2413087731638,-48.67361403704863,74.69220990106453,0.05,0.27439045906066895,4.8366289138793945,0.02464291,0.08809062,-34.08000986532523,0.5,40000,12.080299377441406,0.7368775512903794,0.6426326148816076,170.08772402950075
11,460.0713863372803,6.542503837679541,210.49329355232257,1727.2736923109603,-48.67884242830644,62.55336972433269,0.05,0.27083921432495117,4.673964977264404,0.02445093,0.13683665,-30.017758495024754,2.0,40000,11.681824445724487,0.7865617527903207,0.6207783264480127,245.4058512911335
12,454.8409378528595,26.35582366035284,217.16708752589844,1489.9228038866695,-48.67491452873059,74.50777077492188,0.05,0.2721903324127197,4.821248531341553,0.02545145,0.078198195,-24.380400279486995,2.0,40000,12.013777494430542,0.6683862838116268,0.6087087682394413,206.18363474620818
13,456.10065507888794,31.820624240263232,223.2149527602387,1444.9017932746178,-48.676902917065505,72.10044260951749,0.05,0.26500964164733887,4.828760862350464,0.02491938,0.079378195,-18.760297827511973,2.5,40000,12.37871766090393,0.6663328523763815,0.6273568246401805,303.7081530199998
14,453.0518777370453,58.517851634747984,256.48018939773493,1069.4910807976755,-48.6723076941196,74.5673551077804,0.05,0.26662135124206543,4.808226585388184,0.024988595,0.06801463,-11.03248288128598,6.5,40000,12.33837080001831,0.6588625240270838,0.5494136697738089,272.9033671478218
15,459.65763759613037,57.978826491336385,260.1911828208202,1313.5634126402695,-48.67539812404971,74.97992438352034,0.05,0.27718377113342285,4.8028693199157715,0.025133625,0.06994445,-4.131351944023743,4.0,40000,12.42028546333313,0.6060745084972163,0.4527593570031123,340.9554666618996
16,453.416467666626,65.4241222408472,264.9501819002563,1373.349877904895,-48.67656053099391,75.01260631096044,0.05,0.27166175842285156,4.807097434997559,0.024880422,0.06565168,2.8241954744633513,5.0,40000,12.181307315826416,0.6160956809516865,0.510173770723547,226.5200778012386
17,453.9086232185364,81.35207502401218,266.5932670024633,1354.3170051899615,-48.66876251680588,77.70276516479998,0.05,0.2733583450317383,4.839324951171875,0.025316622,0.066230685,10.676983429418236,4.0,40000,12.66321349143982,0.6311034609593713,0.5244025396223609,263.5387194258636
18,456.7029459476471,112.84210812972461,344.540676650674,1545.8943144725406,-48.68488346399225,77.9114120091632,0.05,0.2751424312591553,4.851422309875488,0.025111293,0.07210874,20.893495899448872,7.5,40000,12.760182857513428,0.582077359587604,0.5139013298933979,321.46829765878107
19,457.9799921512604,146.92405266493802,347.9307067105509,1492.4281682273368,-48.676694568976714,76.06452069348005,0.05,0.26668238639831543,4.811074256896973,0.024987482,0.063073546,33.496551575997785,7.0,40000,12.455422163009644,0.5597334745727169,0.4630045882828031,435.90830949952164
20,455.61518025398254,155.13828852795916,373.5274390338443,1620.46523110875,-48.67570950141118,79.9343091003278,0.05,0.2741081714630127,4.806571006774902,0.024921235,0.06582052,45.660725271193925,10.0,40000,12.267362356185913,0.49978200862786903,0.42226165574920405,490.9378597180372
21,459.62602972984314,168.1969229831824,387.2270877815449,1594.7065916546994,-48.67724039586404,79.13164554652143,0.05,0.274092435836792,4.809412956237793,0.025245145,0.064149246,57.91434504239278,10.5,40000,12.058340311050415,0.4868614779660938,0.4293700602378318,449.35108625002175
22,453.25310230255127,231.82200093542124,452.4049727572946,1629.3901951146827,-48.66683175674439,77.64853032287334,0.05,0.2710080146789551,4.773539304733276,0.025058124,0.06747645,75.30511063169563,13.5,40000,12.477235794067383,0.4198644002350076,0.34572997496261026,455.75840661587847
23,458.3589298725128,242.14925142181565,449.5697362402335,1658.2106138092975,-48.67031369413368,80.23583726727595,0.05,0.2737112045288086,4.793137550354004,0.024919208,0.063499294,91.98952471070764,16.5,40000,12.300222635269165,0.4313501712333903,0.35887231186173246,650.5097834666519
24,453.32503390312195,371.1211554183355,555.4230239717836,1894.3909396324864,-48.67479730959972,79.8817314585964,0.05,0.27216267585754395,4.756385564804077,0.025125537,0.06357226,119.90268778147043,21.0,40000,12.104618549346924,0.3656325339792447,0.3135481014573989,633.8279211387434
25,457.20968079566956,335.11968523842893,518.9931478623081,1779.1299704077655,-48.67641819302579,79.64731466185603,0.05,0.2734191417694092,4.74683690071106,0.025148964,0.060973357,141.4243875271663,21.5,40000,11.993312120437622,0.4047118622227581,0.31846679001387773,825.4848869513194
26,453.66658449172974,338.19979414693825,510.6636512309124,1873.1983304485234,-48.67934145385764,78.12716092514346,0.05,0.2743074893951416,4.778446912765503,0.024807665,0.06342597,161.10192818914348,18.5,40000,11.66579270362854,0.34120264954220997,0.29892411259445884,695.0674280715392
27,454.90631914138794,496.0285176303153,562.3105748671437,2042.980423099013,-48.67244579741355,84.81680527962574,0.05,0.2777414321899414,4.762967586517334,0.024894949,0.058843,194.59458713326066,30.5,40000,11.683013916015625,0.3348617057614595,0.2734792976867527,802.2098373362471
28,457.7923672199249,495.5906718343259,577.098583521013,1878.145990678325,-48.6803001656697,80.86731892295258,0.05,0.27465295791625977,4.710457801818848,0.024880135,0.062826365,224.6941956033672,27.0,40000,11.378535032272339,0.3017039281442129,0.2530301027513314,889.9176441878989
29,458.784138917923,512.3103065871782,617.1678226473988,1949.8199196674275,-48.67795065489626,84.87659940031618,0.05,0.27428746223449707,4.793692111968994,0.024980988,0.058162715,253.45580670174832,26.5,40000,10.854248523712158,0.2961756841597396,0.25732914816603447,1098.3128456382838
30,453.6546711921692,668.953810050806,666.9962015999926,2100.8747871409237,-48.67411482621358,83.62874683951642,0.05,0.27433013916015625,4.838923454284668,0.025189009,0.060520984,295.0056070366541,42.5,40000,11.589001893997192,0.2496728315495123,0.20924370256871216,1160.4850964050274
31,450.6738679409027,720.6998023601377,665.3245703799784,2085.5001210630166,-48.688548555620216,84.41953835189226,0.05,0.2740039825439453,4.812469720840454,0.025056066,0.057894237,337.5750265690025,39.0,40000,11.623672008514404,0.22077519330679826,0.19000588132516064,1028.4923351050015
32,460.3116147518158,786.9334147737181,645.2288915906848,2086.1191827378457,-48.67605460850593,87.16779468758637,0.05,0.2731130123138428,4.794756650924683,0.025330428,0.05747156,382.5108653894741,43.5,40000,12.073280572891235,0.21459614605857208,0.18869924273124344,1052.6819720002186
33,453.96147871017456,749.0154241759244,675.1880444760442,2038.629081159431,-48.674233724421555,82.25709684833079,0.05,0.27101612091064453,4.729933977127075,0.024967747,0.058775757,419.16132126811914,45.0,40000,12.303608655929565,0.21271400378177469,0.19228193380196323,1202.0659692530064
34,453.6580216884613,897.6029188592453,673.2299983914619,2043.3202670542905,-48.68420214330941,86.17474642228575,0.05,0.27694082260131836,4.769537448883057,0.025324035,0.05726294,467.0054810272317,51.5,40000,12.282557725906372,0.18858926249887312,0.15687248231392253,1271.5351797152168
35,450.92350721359253,922.661216183556,702.2271915310085,2144.553283520994,-48.6844955467319,83.91532522335118,0.05,0.27366089820861816,4.690874338150024,0.024962341,0.058260866,512.5710545428642,49.0,40000,12.387304067611694,0.18360499763092167,0.1599759413964714,1354.9808761908728
36,452.639771938324,954.2438784400712,670.6788454359262,2121.0392155296563,-48.67479473175916,85.0595810243895,0.05,0.2729930877685547,4.6484215259552,0.025176855,0.057871602,556.7383369325848,53.5,40000,11.983333826065063,0.16996526551591337,0.16587023775098048,1358.7055092362116
37,453.3524241447449,1051.0822709734703,708.7522571735095,2217.3445957385507,-48.67679924376836,87.9873557898019,0.05,0.26525163650512695,4.732463598251343,0.025207963,0.055566315,606.1727303366733,57.5,40000,11.844268798828125,0.16988980884126498,0.12927451933671405,1328.3162303414729
38,456.4505445957184,1109.7177584758215,749.3164117232928,2389.319116582918,-48.67970545193715,87.15468992086849,0.05,0.27316880226135254,4.621451139450073,0.025087973,0.056425136,656.5272331505882,58.0,40000,11.853863716125488,0.1530575930366528,0.13839970532294996,1372.2487310259485
39,455.6289851665497,1162.414514765272,708.1094586573741,2259.3488343008835,-48.68913997414325,85.2981846832585,0.05,0.27129626274108887,4.738508939743042,0.025212875,0.05689585,707.1159613120567,63.0,40000,11.723183155059814,0.1287929508214339,0.10225988356976413,1555.3411432239282
40,459.306485414505,1208.7372985111508,761.3748767045662,2360.4848347647553,-48.68012186408726,86.66837008788454,0.05,0.2740950584411621,4.682891607284546,0.025183566,0.055431753,757.2780950319661,65.5,40000,11.93108320236206,0.11061238742092579,0.0958659802690561,1514.4754758940865
41,453.9906361103058,1219.1038767059767,741.8489402217268,2309.721275138394,-48.681152709696526,88.92864059556993,0.05,0.27365827560424805,4.7341835498809814,0.025196189,0.054693714,803.4606731993672,59.5,40000,11.833141803741455,0.1313613929774718,0.11198098895261069,1545.7332060028948
42,460.5976617336273,1369.7802153359642,689.7359081098851,2378.6687395837153,-48.68110687293687,86.65975657501097,0.05,0.27276039123535156,4.673943519592285,0.025251389,0.056136843,860.092627413027,71.5,40000,11.482508182525635,0.10565300050244683,0.08384986298767289,1460.7472302408275
43,461.82007908821106,1371.686080317305,715.947374635624,2419.009329479625,-48.67211888186197,85.99346693236149,0.05,0.27217984199523926,4.75298285484314,0.024895888,0.056101825,911.2519727034548,66.0,40000,11.48003101348877,0.1019720270405052,0.09096205453217637,1546.0805129434304
44,452.51620602607727,1457.328020745899,713.0792919073778,2471.878627481515,-48.687779089321495,85.01802998101583,0.05,0.27385473251342773,4.725566864013672,0.024999756,0.057949733,965.8595775076993,72.5,40000,11.70506477355957,0.0878078387537844,0.06937296976899436,1596.4708894278886
45,459.2194080352783,1507.1264921157115,691.3387796526895,2423.483103282139,-48.688415159304064,85.04824059131595,0.05,0.27265095710754395,4.7279438972473145,0.025189616,0.05721869,1019.9862689685006,72.5,40000,11.977533340454102,0.0842702044309801,0.07005380856678702,1655.2905867670422
46,453.12892985343933,1586.9844093090544,605.1313081534666,2340.2008600487848,-48.689438384865475,86.15109110714894,0.05,0.2785015106201172,4.7980055809021,0.025007358,0.056227867,1076.686083002556,76.0,40000,12.111894369125366,0.06624141223650389,0.05501558302263515,1536.8823157992829
47,458.2841022014618,1566.803497600453,696.4853993173247,2483.9135048320477,-48.68309283166767,85.42473998385722,0.05,0.2747156620025635,4.738678216934204,0.024817618,0.055780653,1125.6978244623458,75.0,40000,12.382061958312988,0.0795779862756152,0.06783771512042856,1732.986626857159
48,455.7051327228546,1617.1902752036974,675.8784842364719,2451.433161781825,-48.688347438402204,84.08041329400503,0.05,0.27278804779052734,4.657188415527344,0.025167191,0.056517374,1174.847069536481,78.0,40000,12.41163682937622,0.07243747480614925,0.059345293478107214,1832.9940023050922
49,460.7095687389374,1585.3394185860095,714.9826052246342,2452.476760957217,-48.680329097360165,84.04721513795448,0.05,0.27517080307006836,4.647043704986572,0.025068637,0.056438655,1215.8963044414338,74.5,40000,12.19026517868042,0.07840873432875618,0.06241918805709365,1553.0148802545937
50,457.0385570526123,1689.091968578811,647.1559448135134,2526.4327313456615,-48.69166634162253,84.72947903650149,0.05,0.2730741500854492,4.69761323928833,0.025091117,0.055628486,1263.2158708551717,78.0,40000,12.090915203094482,0.06956815426605784,0.05833771173252196,1743.919570477646
51,457.6877157688141,1693.467591809477,713.0425216898576,2633.6317631023826,-48.685254510707665,80.42543864286846,0.05,0.2706320285797119,4.785922050476074,0.024967073,0.05788765,1306.2410429506022,80.0,40000,12.380491256713867,0.07258946601405177,0.060247371771594505,1771.4005457536684
52,452.7603681087494,1724.628119525424,671.501471798104,2511.83193806017,-48.69134824133272,82.5545115132387,0.05,0.27619338035583496,4.795498609542847,0.02523828,0.057212207,1348.0797506080844,78.0,40000,12.501652479171753,0.06126742111931807,0.05290272584141755,1942.1044148087988
53,461.5112991333008,1818.3635982127498,616.5368169127768,2443.5213706958943,-48.692943030441874,87.50327572765642,0.05,0.27550840377807617,4.6713011264801025,0.025041968,0.054964256,1395.108135368551,85.5,40000,12.452332258224487,0.049823046940385946,0.04050471100298817,1820.379494921769
54,458.07857036590576,1826.6417033699777,636.0685288108621,2492.064152546694,-48.69159694554354,84.49786092308061,0.05,0.2770955562591553,4.8847126960754395,0.024983982,0.05591214,1438.2614921686938,82.0,40000,12.243391752243042,0.05151868113182858,0.04617422501513428,1816.362535165858
55,459.481516122818,1901.1828124053638,604.1224554737236,2532.468377713406,-48.69468372808537,81.53196456283258,0.05,0.2750110626220703,4.644405126571655,0.025247911,0.060093436,1484.5536241923608,87.5,40000,12.31350064277649,0.045317349415187586,0.03630151430739772,1986.5082905343777
56,451.49587512016296,1851.2643060202297,698.1038818683879,2564.9436988551906,-48.6892359477969,81.05781251569167,0.05,0.258913516998291,4.700908899307251,0.024948178,0.057919603,1521.2246923751477,83.0,40000,12.196961164474487,0.05217664008741144,0.03726426468548322,1953.9410670989134
57,457.771945476532,2004.4549090388825,589.0937164138915,2655.7965359384293,-48.691005393401156,83.25565722264004,0.05,0.2745957374572754,4.624192714691162,0.024910443,0.057594113,1569.5477140415212,88.5,40000,12.40127968788147,0.03984282944644113,0.029403540185762134,2070.9249621343297
58,460.89909195899963,1996.3046922688727,594.8760567236471,2734.8049543583747,-48.688385880327196,83.9082911149451,0.05,0.25734472274780273,4.5458385944366455,0.024997635,0.05702223,1612.2234118642564,88.5,40000,12.538177728652954,0.0382834339218721,0.032184750955037866,1882.6170880918712
59,454.7750332355499,2016.2555883145342,564.3062100401563,2670.8356290990505,-48.69083527795492,85.62463458694103,0.05,0.24725985527038574,4.584381818771362,0.025075795,0.05489993,1652.6266295092842,88.0,40000,12.108853101730347,0.03423536549326619,0.027024284586246033,1861.122050681091
60,451.6958236694336,2054.172346136057,574.3890433100619,2722.6647691119624,-48.69182098956017,82.96814587663536,0.05,0.25800633430480957,4.650840997695923,0.025100578,0.05687597,1692.7812011719616,90.5,40000,12.129621028900146,0.03703990961187038,0.030980524937574347,2057.0940921717347
61,452.30515241622925,2127.0791077715708,580.1709946561322,2664.151540221426,-48.68983807520371,86.92463939962441,0.05,0.2633681297302246,4.631242513656616,0.02497501,0.052200004,1736.2109918319227,92.0,40000,12.094006538391113,0.030666568228607333,0.02469680219863916,2119.494514145462
62,451.38831424713135,2112.1293549371762,580.2608090497066,2815.721803961006,-48.69812364230877,85.48969671389173,0.05,0.2772684097290039,4.634257078170776,0.02488583,0.054726195,1773.802828142448,90.5,40000,12.133174657821655,0.03336150771350487,0.027659836609143826,1950.233953444424
63,452.7114119529724,2177.6816917232795,511.5023148279943,2673.0203889820586,-48.67140128467691,85.70812920008976,0.05,0.27527451515197754,4.634655475616455,0.024923956,0.052103516,1814.1907145005314,92.5,40000,12.262877702713013,0.02347945237285819,0.018606013717401896,1963.7906537595752
64,449.6175446510315,2105.447654974117,644.853799098546,2678.756908667914,-48.39477451142924,85.67821690239782,0.05,0.2734532356262207,4.739032983779907,0.024984336,0.05342932,1843.3164085478902,89.5,40000,12.201667308807373,0.03846969614144001,0.03204408405039542,2249.0616010521503
65,451.3223304748535,2152.1567750418258,583.8924291939011,2744.874547955193,-48.17213731800692,83.31302302815101,0.05,0.27628564834594727,4.5678558349609375,0.025126642,0.053896487,1874.200445197284,89.0,40000,12.488081693649292,0.03409913342203968,0.02646624417820226,2301.3413859488633
66,459.04655289649963,2138.069692315517,643.9490157466839,2726.9309194267344,-48.68527401095702,83.44349191798256,0.05,0.25987792015075684,4.601927757263184,0.024996111,0.054842092,1900.587369909107,89.0,40000,12.733704805374146,0.03564220239643312,0.02820422180835852,2309.8436703426833
67,456.74086475372314,2138.079003636224,703.1604765932168,2775.319552486711,-48.695935703961766,83.71506873865975,0.05,0.27436232566833496,4.766848564147949,0.024992468,0.05525395,1924.336533281819,86.5,40000,12.385157585144043,0.03926632237714405,0.03159691321306731,2389.5827942687038
68,454.61342120170593,2247.222868066688,577.6376382734016,2765.216957402881,-48.70516542233556,83.92071350426264,0.05,0.27535486221313477,4.714964151382446,0.025009599,0.057382103,1956.6251667603058,92.0,40000,11.989885330200195,0.026699505602017982,0.019080626142706007,2429.9133577064877
69,453.80921697616577,2253.2228641882566,618.8026269928472,2709.207147712663,-48.70312077951674,84.27210518193961,0.05,0.27613115310668945,4.696564435958862,0.02485867,0.053714454,1986.284936503101,90.5,40000,12.322199583053589,0.024150557300468303,0.01912795067317626,2420.9321275816665
70,452.7079830169678,2308.769914879048,504.63847871642054,2775.084427253874,-48.70170939770043,87.0390543281561,0.05,0.27460789680480957,4.746444225311279,0.025098883,0.052411444,2018.533434340696,94.0,40000,12.233046054840088,0.01977969765786631,0.015158276045006486,2419.8121253830163
71,454.58515310287476,2296.8916183088713,523.6049594135742,2807.9099302715244,-48.70385723551489,88.45939460069968,0.05,0.2747068405151367,4.772224426269531,0.024897778,0.051528297,2046.3692527375135,93.5,40000,12.569885969161987,0.01930606575968517,0.01656370997265357,2404.299370749484
72,454.70405530929565,2338.8859997669833,498.8041419738923,2765.2861959320444,-48.70125476827779,86.21015523831593,0.05,0.2750973701477051,4.6969640254974365,0.024944259,0.052097857,2075.6209274404605,92.5,40000,12.50560212135315,0.018464136350098026,0.014839389133025275,2307.3637818258157
73,461.39521527290344,2270.689535334467,585.6619124434519,2815.8584452933924,-48.68899911422111,82.31846348259236,0.05,0.2742342948913574,4.694478511810303,0.02497948,0.055692926,2095.1277882298614,89.5,40000,12.733730792999268,0.030605430170603555,0.023908667765928183,2382.8751114209394
74,453.6024672985077,2316.0892260043474,608.0401695278799,2737.2020616197024,-48.697467326976295,81.90267549724817,0.05,0.27483510971069336,4.693918466567993,0.024791459,0.05973798,2117.22393200731,91.5,40000,12.483764171600342,0.02493495064375922,0.018571136527370077,2405.6818506102295
75,457.7158434391022,2299.9347112683313,620.3841201149943,2765.0561791887326,-48.691482605034246,80.75678784279611,0.05,0.27408623695373535,4.614718437194824,0.024953421,0.05323699,2135.495009933412,91.0,40000,11.697076320648193,0.030142400643189793,0.02355640033067862,2510.099193372144
